PrDM	T090C	T190C	C0S/m	C1S/m	Par	OxMm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
278.982	1.1621	1.1632	2.988561	2.988551	3.58E-02	177.75	34.63	-0.000012	0.0011	96.5014	-68.25802	-75.15876	-0.0757	0	0.0011	34.6329	34.6315	-0.0014	-0.00001	276	34.6329	34.6315	27.7394	27.7394	0.0011	-0.00001	-0.0014	0.00E+00
279.993	1.175	1.1756	2.99	2.989958	3.46E-02	177.744	34.6336	-0.000043	0.0006	96.4988	-68.25802	-75.15876	-0.0697	0	0.0006	34.6364	34.6352	-0.0012	-0.000042	277	34.6364	34.6352	27.7413	27.7413	0.0006	-0.000042	-0.0012	0.00E+00
281.005	1.1795	1.1792	2.990465	2.990364	3.49E-02	177.614	34.6344	-0.0001	-0.0003	96.4992	-68.25802	-75.15876	-0.0711	0	-0.0003	34.6368	34.6358	-0.0009	-0.000101	278	34.6368	34.6358	27.7413	27.7413	-0.0003	-0.000101	-0.0009	0.00E+00
282.016	1.1895	1.1877	2.991434	2.991242	3.50E-02	177.497	34.6359	-0.000188	-0.0018	96.5028	-68.25802	-75.15876	-0.0757	0	-0.0018	34.6376	34.6372	-0.0004	-0.000192	279	34.6376	34.6372	27.7413	27.7413	-0.0018	-0.000192	-0.0004	0.00E+00
283.028	1.1948	1.1951	2.99219	2.992131	3.47E-02	177.318	34.6386	-0.000062	0.0003	96.4951	-68.25802	-75.15876	-0.0739	0	0.0003	34.6408	34.6397	-0.0012	-0.000059	280	34.6408	34.6397	27.7435	27.7435	0.0003	-0.000059	-0.0012	0.00E+00
284.039	1.1995	1.1996	2.992781	2.992697	3.48E-02	177.245	34.6403	-0.000085	0.0001	96.5093	-68.25802	-75.15876	-0.0711	0	0.0001	34.6425	34.6414	-0.0012	-0.000084	281	34.6425	34.6414	27.7446	27.7446	0.0001	-0.000084	-0.0012	0.00E+00
285.051	1.2104	1.2099	2.993896	2.993779	3.47E-02	177.19	34.6421	-0.000117	-0.0005	96.5054	-68.25802	-75.15876	-0.0647	0	-0.0005	34.6442	34.6433	-0.0009	-0.000117	282	34.6442	34.6433	27.7452	27.7452	-0.0005	-0.000118	-0.0009	0.00E+00
286.062	1.2226	1.2224	2.995245	2.995158	3.44E-02	177.156	34.6452	-0.000088	-0.0002	96.5082	-68.25802	-75.15876	-0.0667	0	-0.0002	34.6474	34.6465	-0.0009	-0.000087	283	34.6474	34.6465	27.7469	27.7469	-0.0002	-0.000087	-0.0009	0.00E+00
287.074	1.2287	1.2287	2.995944	2.995864	3.46E-02	177.201	34.6467	-0.000081	0	96.5063	-68.25802	-75.15876	-0.067	0	0	34.649	34.648	-0.001	-0.00008	284	34.649	34.648	27.7477	27.7477	0	-0.00008	-0.001	0.00E+00
288.085	1.2319	1.2313	2.996265	2.996137	3.45E-02	177.129	34.647	-0.000126	-0.0006	96.5044	-68.25802	-75.15876	-0.0683	0	-0.0006	34.649	34.648	-0.001	-0.000128	285	34.649	34.6481	27.7476	27.7476	-0.0006	-0.000128	-0.001	0.00E+00
289.097	1.2427	1.2366	2.997349	2.996564	3.43E-02	177.083	34.6461	-0.000771	-0.0061	96.4992	-68.25802	-75.15876	-0.0684	0	-0.0061	34.6503	34.647	-0.0031	-0.000785	286	34.6503	34.647	27.7478	27.7478	-0.0061	-0.000785	-0.0031	0.00E+00
290.108	1.2763	1.2751	3.000703	3.000537	3.44E-02	177.239	34.6528	-0.00017	-0.0011	96.5125	-68.25802	-75.15876	-0.0679	0	-0.0011	34.6555	34.6546	-0.0009	-0.000166	287	34.6555	34.6546	27.7497	27.7497	-0.0011	-0.000166	-0.0009	0.00E+00
291.12	1.2881	1.2881	3.002106	3.002011	3.44E-02	177.045	34.6566	-0.000101	0	96.5119	-68.25802	-75.15876	-0.0705	0	0	34.6598	34.6585	-0.0013	-0.000096	288	34.6598	34.6585	27.7523	27.7523	0	-0.000096	-0.0013	0.00E+00
292.131	1.2983	1.2984	3.003143	3.003052	3.42E-02	177.08	34.6578	-0.000096	0.0002	96.5239	-68.25802	-75.15876	-0.0741	0	0.0002	34.6612	34.6598	-0.0014	-0.00009	289	34.6612	34.6598	27.7527	27.7527	0.0002	-0.00009	-0.0014	0.00E+00
293.143	1.32	1.3198	3.00531	3.005201	3.44E-02	176.907	34.6607	-0.000113	-0.0002	96.5265	-68.25802	-75.15876	-0.0702	0	-0.0002	34.6643	34.663	-0.0013	-0.000109	290	34.6643	34.663	27.7537	27.7537	-0.0002	-0.000109	-0.0013	0.00E+00
294.155	1.3243	1.3251	3.005944	3.005916	3.32E-02	177.036	34.6638	-0.000034	0.0008	96.5268	-68.25802	-75.15876	-0.0724	0	0.0008	34.667	34.6658	-0.0013	-0.000028	291	34.667	34.6658	27.7556	27.7556	0.0008	-0.000028	-0.0013	0.00E+00
295.166	1.3291	1.3286	3.006429	3.006321	3.33E-02	176.863	34.6648	-0.000109	-0.0004	96.546	-68.25802	-75.15876	-0.0713	0	-0.0004	34.6673	34.6664	-0.0009	-0.000108	292	34.6673	34.6664	27.7555	27.7555	-0.0004	-0.000108	-0.0009	0.00E+00
296.178	1.3381	1.3368	3.00734	3.007161	3.33E-02	176.917	34.6662	-0.000178	-0.0013	96.5369	-68.25802	-75.15876	-0.0737	0	-0.0013	34.6684	34.6676	-0.0008	-0.000178	293	34.6684	34.6676	27.7557	27.7557	-0.0013	-0.000178	-0.0008	0.00E+00
297.189	1.3472	1.3466	3.008387	3.008232	3.27E-02	177.099	34.6685	-0.000154	-0.0006	96.5443	-68.25802	-75.15876	-0.0693	0	-0.0006	34.6711	34.6698	-0.0013	-0.000155	294	34.6711	34.6698	27.7572	27.7572	-0.0006	-0.000155	-0.0013	0.00E+00
298.201	1.3533	1.3531	3.009117	3.008979	3.28E-02	176.994	34.6703	-0.000139	-0.0003	96.5465	-68.25802	-75.15876	-0.0751	0	-0.0003	34.6731	34.6716	-0.0015	-0.000138	295	34.6731	34.6716	27.7584	27.7584	-0.0003	-0.000138	-0.0015	0.00E+00
299.212	1.3568	1.3566	3.009526	3.009427	3.28E-02	177.054	34.6716	-0.000101	-0.0001	96.5492	-68.25802	-75.15876	-0.0754	0	-0.0001	34.6739	34.6728	-0.0011	-0.000098	296	34.6739	34.6728	27.7588	27.7588	-0.0001	-0.000098	-0.0011	0.00E+00
300.224	1.3573	1.3574	3.009604	3.009549	3.28E-02	176.991	34.672	-0.000056	0.0001	96.551	-68.25802	-75.15876	-0.0736	0	0.0001	34.6737	34.6729	-0.0008	-0.000055	297	34.6737	34.6729	27.7586	27.7586	0.0001	-0.000055	-0.0008	0.00E+00
301.236	1.3596	1.3591	3.009887	3.009754	3.25E-02	177.112	34.6723	-0.000132	-0.0005	96.548	-68.25802	-75.15876	-0.0724	0	-0.0005	34.6742	34.6731	-0.0011	-0.000133	298	34.6742	34.6731	27.7588	27.7588	-0.0005	-0.000133	-0.0011	0.00E+00
302.247	1.3647	1.3644	3.010492	3.010388	3.32E-02	177.119	34.6739	-0.000105	-0.0003	96.4363	-68.25802	-75.15876	-0.074	0	-0.0003	34.6757	34.6747	-0.001	-0.000104	299	34.6757	34.6747	27.7596	27.7596	-0.0003	-0.000103	-0.001	0.00E+00
303.259	1.3702	1.3701	3.01114	3.011051	3.22E-02	176.958	34.6756	-0.00009	-0.0002	96.5388	-68.25802	-75.15876	-0.0751	0	-0.0002	34.6773	34.6763	-0.0009	-0.000089	300	34.6773	34.6763	27.7605	27.7605	-0.0002	-0.000089	-0.0009	0.00E+00
304.27	1.3715	1.3714	3.011374	3.011272	3.22E-02	176.951	34.6765	-0.000102	-0.0001	96.5432	-68.25802	-75.15876	-0.0732	0	-0.0001	34.6783	34.6771	-0.0012	-0.000102	301	34.6783	34.6771	27.7613	27.7613	-0.0001	-0.000102	-0.0012	0.00E+00
305.282	1.3726	1.3727	3.011539	3.011465	3.25E-02	177.102	34.677	-0.000075	0.0001	96.5533	-68.25802	-75.15876	-0.0709	0	0.0001	34.6786	34.6775	-0.0011	-0.000074	302	34.6786	34.6775	27.7614	27.7614	0.0001	-0.000074	-0.0011	0.00E+00
306.294	1.3736	1.3735	3.011662	3.011576	3.21E-02	177.16	34.677	-0.000087	0	96.5523	-68.25802	-75.15876	-0.074	0	0	34.6785	34.6774	-0.0011	-0.000086	303	34.6785	34.6774	27.7613	27.7613	0	-0.000086	-0.0011	0.00E+00
307.305	1.3835	1.3828	3.012722	3.012578	3.22E-02	177.15	34.6787	-0.000143	-0.0006	96.5462	-68.25802	-75.15876	-0.0731	0	-0.0006	34.6805	34.6793	-0.0011	-0.000144	304	34.6805	34.6793	27.7622	27.7622	-0.0006	-0.000144	-0.0011	0.00E+00
308.317	1.3917	1.3914	3.013679	3.013569	3.24E-02	177.19	34.6811	-0.00011	-0.0003	96.5504	-68.25802	-75.15876	-0.0748	0	-0.0003	34.6829	34.6819	-0.0011	-0.00011	305	34.6829	34.6819	27.7635	27.7635	-0.0003	-0.00011	-0.0011	0.00E+00
309.328	1.3947	1.3944	3.014056	3.013945	3.24E-02	177.391	34.6821	-0.000111	-0.0003	96.539	-68.25802	-75.15876	-0.0758	0	-0.0003	34.6838	34.6828	-0.0011	-0.000111	306	34.6838	34.6828	27.7641	27.7641	-0.0003	-0.000111	-0.0011	0.00E+00
310.34	1.3986	1.3986	3.014568	3.014485	3.19E-02	177.198	34.6838	-0.000084	0	96.5501	-68.25802	-75.15876	-0.0718	0	0	34.6855	34.6844	-0.001	-0.000083	307	34.6855	34.6844	27.7651	27.7651	0	-0.000083	-0.001	0.00E+00
311.352	1.4	1.4	3.014782	3.014703	3.19E-02	177.325	34.6846	-0.00008	0	96.5506	-68.25802	-75.15876	-0.0757	0	0	34.6861	34.6851	-0.001	-0.000079	308	34.6861	34.6851	27.7655	27.7655	0	-0.000079	-0.001	0.00E+00
312.363	1.4004	1.4005	3.014912	3.014819	3.15E-02	177.319	34.685	-0.000093	0.0001	96.5504	-68.25802	-75.15876	-0.0757	0	0.0001	34.6867	34.6854	-0.0013	-0.000093	309	34.6867	34.6854	27.766	27.766	0.0001	-0.000093	-0.0013	0.00E+00
313.375	1.4007	1.4008	3.014992	3.014911	3.16E-02	177.231	34.6854	-0.00008	0.0001	96.5389	-68.25802	-75.15876	-0.0766	0	0.0002	34.6869	34.6857	-0.0012	-0.00008	310	34.6869	34.6857	27.7661	27.7661	0.0002	-0.00008	-0.0012	0.00E+00
314.387	1.4012	1.4013	3.015156	3.015063	3.15E-02	177.523	34.6862	-0.000093	0.0001	96.5517	-68.25802	-75.15876	-0.0729	0	0.0001	34.6878	34.6865	-0.0013	-0.000093	311	34.6878	34.6865	27.7668	27.7668	0.0001	-0.000093	-0.0013	0.00E+00
315.398	1.4022	1.4023	3.015346	3.015266	3.18E-02	177.494	34.6871	-0.000082	0.0002	96.5561	-68.25802	-75.15876	-0.0728	0	0.0002	34.6886	34.6874	-0.0012	-0.000079	312	34.6886	34.6874	27.7673	27.7673	0.0002	-0.000079	-0.0012	0.00E+00
316.41	1.4037	1.4037	3.015587	3.0155	3.12E-02	177.447	34.6879	-0.000088	0.0001	96.5149	-68.25802	-75.15876	-0.0721	0	0.0001	34.6894	34.6882	-0.0012	-0.000087	313	34.6894	34.6882	27.7679	27.7679	0.0001	-0.000087	-0.0012	0.00E+00
317.422	1.4005	1.4004	3.01536	3.015273	3.14E-02	177.545	34.6883	-0.000086	-0.0001	96.547	-68.25802	-75.15876	-0.0745	0	-0.0001	34.6895	34.6885	-0.001	-0.000087	314	34.6895	34.6885	27.7682	27.7682	-0.0001	-0.000087	-0.001	0.00E+00
318.433	1.3967	1.3954	3.015064	3.014874	3.15E-02	177.565	34.6883	-0.000187	-0.0013	96.5227	-68.25802	-75.15876	-0.0759	0	-0.0013	34.6892	34.6882	-0.0009	-0.00019	315	34.6892	34.6882	27.7682	27.7682	-0.0013	-0.00019	-0.0009	0.00E+00
319.445	1.3839	1.3786	3.014022	3.013462	3.13E-02	177.612	34.6889	-0.000546	-0.0053	96.4931	-68.25802	-75.15876	-0.0744	0	-0.0053	34.6895	34.6882	-0.0011	-0.00056	316	34.6895	34.6882	27.7694	27.7694	-0.0053	-0.00056	-0.0011	0.00E+00
320.457	1.3758	1.3754	3.013393	3.013246	3.13E-02	177.747	34.6891	-0.000148	-0.0005	96.534	-68.25802	-75.15876	-0.0673	0	-0.0005	34.6898	34.6885	-0.0013	-0.000147	317	34.6898	34.6885	27.7702	27.7702	-0.0005	-0.000147	-0.0013	0.00E+00
321.468	1.3878	1.3866	3.014569	3.014396	3.15E-02	178.104	34.6902	-0.000171	-0.0011	96.5224	-68.25802	-75.15876	-0.0691	0	-0.0012	34.691	34.6901	-0.0009	-0.000173	318	34.691	34.6901	27.7703	27.7703	-0.0012	-0.000173	-0.0009	0.00E+00
322.48	1.4041	1.4037	3.01625	3.016101	3.15E-02	178.22	34.692	-0.000149	-0.0004	96.496	-68.25802	-75.15876	-0.0698	0	-0.0004	34.6939	34.6924	-0.0015	-0.000149	319	34.6939	34.6924	27.7714	27.7714	-0.0004	-0.000149	-0.0015	0.00E+00
323.492	1.4147	1.4143	3.017412	3.017267	3.16E-02	178.741	34.6943	-0.000146	-0.0004	96.4934	-68.25802	-75.15876	-0.0723	0	-0.0004	34.6964	34.695	-0.0014	-0.000145	320	34.6964	34.695	27.7727	27.7727	-0.0004	-0.000145	-0.0014	0.00E+00
324.504	1.4299	1.4291	3.018945	3.018765	3.12E-02	178.691	34.6961	-0.000179	-0.0008	96.488	-68.25802	-75.15876	-0.0708	0	-0.0008	34.6985	34.6971	-0.0014	-0.00018	321	34.6985	34.6971	27.7733	27.7733	-0.0008	-0.00018	-0.0014	0.00E+00
325.515	1.444	1.4439	3.020449	3.02036	3.14E-02	178.887	34.6993	-0.000091	-0.0001	96.4947	-68.25802	-75.15876	-0.0723	0	-0.0001	34.7015	34.7005	-0.0011	-0.00009	322	34.7015	34.7005	27.7747	27.7747	-0.0001	-0.00009	-0.0011	0.00E+00
326.527	1.4425	1.4429	3.02046	3.020401	3.15E-02	178.867	34.7006	-0.000061	0.0004	96.4963	-68.25802	-75.15876	-0.075	0	0.0005	34.7027	34.7015	-0.0013	-0.000059	323	34.7027	34.7015	27.7758	27.7758	0.0005	-0.000059	-0.0013	0.00E+00
327.539	1.4412	1.4416	3.020385	3.020331	3.12E-02	178.719	34.7009	-0.000055	0.0004	96.4846	-68.25802	-75.15876	-0.0726	0	0.0004	34.7026	34.7015	-0.0011	-0.000053	324	34.7026	34.7015	27.7758	27.7758	0.0004	-0.000053	-0.0011	0.00E+00
328.55	1.4369	1.4369	3.020011	3.019888	3.14E-02	178.614	34.7001	-0.000124	0	96.495	-68.25802	-75.15876	-0.0765	0	0	34.702	34.7005	-0.0016	-0.000123	325	34.702	34.7004	27.7756	27.7756	0	-0.000123	-0.0015	0.00E+00
329.562	1.4361	1.4358	3.020007	3.019878	3.12E-02	179.143	34.7007	-0.000128	-0.0003	96.4805	-68.25802	-75.15876	-0.0763	0	-0.0003	34.7022	34.7009	-0.0013	-0.00013	326	34.7022	34.7009	27.7758	27.7758	-0.0003	-0.00013	-0.0013	0.00E+00
330.574	1.4318	1.4317	3.019703	3.019598	3.13E-02	179.428	34.7013	-0.000105	-0.0001	96.4779	-68.25802	-75.15876	-0.075	0	-0.0001	34.7025	34.7013	-0.0012	-0.000105	327	34.7025	34.7014	27.7764	27.7764	-0.0001	-0.000105	-0.0012	0.00E+00
331.586	1.4384	1.4389	3.020515	3.020432	3.12E-02	179.416	34.7031	-0.000087	0.0005	96.4689	-68.25802	-75.15876	-0.077	0	0.0005	34.705	34.7034	-0.0017	-0.000083	328	34.705	34.7034	27.778	27.778	0.0005	-0.000083	-0.0017	0.00E+00
332.597	1.4505	1.4504	3.021811	3.021672	3.13E-02	179.257	34.7053	-0.000137	-0.0001	96.4727	-68.25802	-75.15876	-0.0745	0	-0.0001	34.7075	34.7059	-0.0016	-0.000139	329	34.7075	34.7059	27.7791	27.7791	-0.0001	-0.000139	-0.0016	0.00E+00
333.609	1.4465	1.4497	3.021436	3.021651	3.09E-02	179.917	34.7054	0.000202	0.0032	96.4616	-68.25802	-75.15876	-0.0732	0	0.0032	34.7066	34.7058	-0.0009	0.000215	330	34.7066	34.7058	27.7787	27.7787	0.0032	0.000215	-0.0009	0.00E+00
334.621	1.4723	1.475	3.024033	3.024266	3.12E-02	180.734	34.7095	0.000228	0.0027	96.4685	-68.25802	-75.15876	-0.0747	0	0.0027	34.7106	34.7106	-0.0001	0.000233	331	34.7106	34.7106	27.78	27.78	0.0027	0.000233	-0.0001	0.00E+00
335.633	1.4852	1.4852	3.025542	3.025423	3.07E-02	180.806	34.7122	-0.000116	0	96.4691	-68.25802	-75.15876	-0.0724	0	0	34.7149	34.7134	-0.0015	-0.000119	332	34.7149	34.7134	27.7825	27.7825	0	-0.000119	-0.0014	0.00E+00
336.644	1.4874	1.4878	3.025806	3.025728	3.13E-02	180.902	34.7128	-0.000078	0.0004	96.4809	-68.25802	-75.15876	-0.0748	0	0.0004	34.7153	34.7139	-0.0014	-0.000078	333	34.7153	34.7139	27.7827	27.7827	0.0004	-0.000078	-0.0014	0.00E+00
337.656	1.4914	1.4915	3.026273	3.026165	3.11E-02	181.094	34.7138	-0.000108	0.0001	96.4833	-68.25802	-75.15876	-0.0761	0	0.0001	34.7163	34.7148	-0.0015	-0.000108	334	34.7163	34.7148	27.7831	27.7831	0.0001	-0.000108	-0.0015	0.00E+00
338.668	1.4944	1.4943	3.026655	3.026492	3.10E-02	181.14	34.7144	-0.000161	-0.0001	96.4972	-68.25802	-75.15876	-0.073	0	-0.0001	34.7172	34.7153	-0.0019	-0.000163	335	34.7172	34.7153	27.7836	27.7836	-0.0001	-0.000163	-0.0019	0.00E+00
339.68	1.4969	1.4962	3.026933	3.026774	3.08E-02	181.378	34.7155	-0.000157	-0.0006	96.5058	-68.25802	-75.15876	-0.0705	0	-0.0006	34.7174	34.7161	-0.0013	-0.000159	336	34.7174	34.7161	27.7837	27.7837	-0.0006	-0.000159	-0.0013	0.00E+00
340.691	1.4982	1.4983	3.027181	3.02708	3.09E-02	181.352	34.7166	-0.0001	0.0001	96.5254	-68.25802	-75.15876	-0.0681	0	0.0001	34.7186	34.7172	-0.0014	-0.000101	337	34.7186	34.7172	27.7845	27.7845	0.0001	-0.000101	-0.0014	0.00E+00
341.703	1.4982	1.4982	3.027237	3.027145	3.06E-02	181.517	34.717	-0.000093	0	96.5049	-68.25802	-75.15876	-0.0734	0	0	34.7186	34.7175	-0.0012	-0.000092	338	34.7186	34.7175	27.7845	27.7845	0	-0.000092	-0.0012	0.00E+00
342.715	1.4995	1.4994	3.027417	3.027313	3.06E-02	181.663	34.7173	-0.000103	-0.0001	96.5247	-68.25802	-75.15876	-0.075	0	-0.0001	34.7189	34.7177	-0.0012	-0.000103	339	34.7189	34.7177	27.7847	27.7847	-0.0001	-0.000103	-0.0012	0.00E+00
343.727	1.4995	1.4995	3.027441	3.027352	3.06E-02	181.419	34.7171	-0.000089	0	96.5263	-68.25802	-75.15876	-0.0753	0	0	34.7187	34.7175	-0.0012	-0.000088	340	34.7187	34.7175	27.7844	27.7844	0	-0.000088	-0.0012	0.00E+00
344.739	1.4992	1.4995	3.027465	3.027396	3.11E-02	181.419	34.7173	-0.000068	0.0003	96.5229	-68.25802	-75.15876	-0.0749	0	0.0003	34.7187	34.7175	-0.0011	-0.000069	341	34.7187	34.7175	27.7845	27.7845	0.0003	-0.000069	-0.0011	0.00E+00
345.75	1.4996	1.4997	3.027574	3.027475	3.06E-02	181.458	34.7175	-0.000099	0	96.5312	-68.25802	-75.15876	-0.0674	0	0.0001	34.719	34.7177	-0.0013	-0.000099	342	34.719	34.7177	27.7847	27.7847	0.0001	-0.000098	-0.0013	0.00E+00
346.762	1.4998	1.4999	3.02763	3.027542	3.12E-02	181.488	34.7175	-0.000088	0.0001	96.5181	-68.25802	-75.15876	-0.0748	0	0.0001	34.719	34.7177	-0.0013	-0.000088	343	34.719	34.7177	27.7847	27.7847	0.0001	-0.000088	-0.0013	0.00E+00
347.774	1.5003	1.5003	3.027695	3.027599	3.09E-02	181.451	34.7173	-0.000095	3.53E-07	96.5277	-68.25802	-75.15876	-0.0719	0	0	34.7187	34.7175	-0.0012	-0.000096	344	34.7187	34.7175	27.7844	27.7844	0	-0.000096	-0.0012	0.00E+00
348.786	1.5014	1.5016	3.027868	3.027787	3.01E-02	181.582	34.7177	-0.000081	0.0002	96.4971	-68.25802	-75.15876	-0.0714	0	0.0002	34.7191	34.7178	-0.0013	-0.000081	345	34.7191	34.7178	27.7847	27.7847	0.0002	-0.000081	-0.0013	0.00E+00
349.798	1.5015	1.5018	3.027957	3.027868	3.10E-02	181.65	34.7179	-0.00009	0.0003	96.531	-68.25802	-75.15876	-0.0753	0	0.0003	34.7195	34.718	-0.0014	-0.000089	346	34.7195	34.718	27.7849	27.7849	0.0003	-0.000089	-0.0014	0.00E+00
350.81	1.5019	1.5022	3.028039	3.027951	3.06E-02	181.623	34.718	-0.000088	0.0003	96.5287	-68.25802	-75.15876	-0.0676	0	0.0003	34.7195	34.7181	-0.0014	-0.000088	347	34.7195	34.7181	27.7849	27.7849	0.0003	-0.000088	-0.0014	0.00E+00
351.821	1.5027	1.5027	3.028142	3.028033	3.01E-02	181.522	34.7179	-0.000108	0	96.536	-68.25802	-75.15876	-0.0676	0	0	34.7193	34.718	-0.0014	-0.000109	348	34.7193	34.718	27.7848	27.7848	0	-0.000109	-0.0014	0.00E+00
352.833	1.5029	1.503	3.028217	3.028113	3.00E-02	181.564	34.7181	-0.000103	0.0001	96.5238	-68.25802	-75.15876	-0.069	0	0.0001	34.7195	34.7181	-0.0014	-0.000104	349	34.7195	34.7181	27.7849	27.7849	0.0001	-0.000104	-0.0014	0.00E+00
353.845	1.5031	1.503	3.028283	3.028157	3.07E-02	181.714	34.718	-0.000126	-0.0001	96.5251	-68.25802	-75.15876	-0.0741	0	-0.0001	34.7195	34.718	-0.0015	-0.000126	350	34.7195	34.718	27.7849	27.7849	-0.0001	-0.000126	-0.0015	0.00E+00
354.857	1.5032	1.5033	3.028329	3.028233	3.02E-02	181.597	34.718	-0.000097	0.0001	96.5362	-68.25802	-75.15876	-0.0719	0	0.0001	34.7194	34.7181	-0.0013	-0.000096	351	34.7194	34.7181	27.7848	27.7848	0.0001	-0.000096	-0.0013	0.00E+00
355.869	1.504	1.5038	3.028452	3.028328	3.06E-02	181.525	34.7182	-0.000123	-0.0003	96.5377	-68.25802	-75.15876	-0.0695	0	-0.0003	34.7195	34.7182	-0.0013	-0.000124	352	34.7195	34.7182	27.7848	27.7848	-0.0003	-0.000124	-0.0013	0.00E+00
356.881	1.5043	1.5042	3.028553	3.028445	3.03E-02	181.636	34.7186	-0.000109	-0.0001	96.5383	-68.25802	-75.15876	-0.0681	0	-0.0001	34.7199	34.7187	-0.0012	-0.000108	353	34.7199	34.7187	27.7851	27.7851	-0.0001	-0.000108	-0.0012	0.00E+00
357.892	1.5045	1.5044	3.028622	3.028507	3.07E-02	181.505	34.7186	-0.000114	-0.0001	96.5389	-68.25802	-75.15876	-0.0758	0	-0.0001	34.72	34.7186	-0.0014	-0.000115	354	34.72	34.7186	27.7852	27.7852	-0.0001	-0.000115	-0.0014	0.00E+00
358.904	1.5047	1.5047	3.028682	3.028579	2.93E-02	181.675	34.7186	-0.000102	0	96.5252	-68.25802	-75.15876	-0.0657	0	0	34.7199	34.7186	-0.0013	-0.000102	355	34.7199	34.7186	27.785	27.785	0	-0.000102	-0.0013	0.00E+00
359.916	1.5049	1.5051	3.028762	3.028663	3.05E-02	181.787	34.7186	-0.000099	0.0001	96.5316	-68.25802	-75.15876	-0.0733	0	0.0001	34.7201	34.7187	-0.0014	-0.000099	356	34.7201	34.7187	27.7852	27.7852	0.0001	-0.000099	-0.0014	0.00E+00
360.928	1.5052	1.5053	3.028818	3.028719	2.99E-02	181.639	34.7186	-0.000101	0	96.5297	-68.25802	-75.15876	-0.0697	0	0	34.7199	34.7186	-0.0013	-0.0001	357	34.7199	34.7186	27.7851	27.7851	0	-0.0001	-0.0013	0.00E+00
361.94	1.5052	1.5054	3.028879	3.028809	2.95E-02	181.776	34.719	-0.000071	0.0002	96.5495	-68.25802	-75.15876	-0.0759	0	0.0002	34.7202	34.719	-0.0011	-0.000071	358	34.7202	34.719	27.7853	27.7853	0.0002	-0.000071	-0.0011	0.00E+00
362.952	1.5054	1.5056	3.02898	3.02888	3.02E-02	181.855	34.7191	-0.0001	0.0002	96.5439	-68.25802	-75.15876	-0.0766	0	0.0002	34.7206	34.7191	-0.0015	-0.000099	359	34.7206	34.7191	27.7856	27.7856	0.0002	-0.000099	-0.0015	0.00E+00
363.964	1.5051	1.5053	3.029007	3.028906	2.97E-02	181.948	34.7192	-0.000102	0.0002	96.5444	-68.25802	-75.15876	-0.0758	0	0.0002	34.7207	34.7192	-0.0015	-0.000101	360	34.7207	34.7192	27.7857	27.7857	0.0002	-0.000101	-0.0015	0.00E+00
364.976	1.5047	1.5049	3.029054	3.028955	2.96E-02	182.335	34.7197	-0.000099	0.0002	96.5436	-68.25802	-75.15876	-0.0729	0	0.0002	34.7212	34.7197	-0.0015	-0.000099	361	34.7212	34.7197	27.7861	27.7861	0.0002	-0.000099	-0.0015	0.00E+00
365.988	1.5053	1.5052	3.029296	3.029199	2.97E-02	182.53	34.7218	-0.000096	0	96.5483	-68.25802	-75.15876	-0.0745	0	0	34.723	34.7218	-0.0012	-0.000097	362	34.723	34.7218	27.7875	27.7875	0	-0.000097	-0.0012	0.00E+00
367	1.4986	1.4998	3.028767	3.028735	2.89E-02	182.456	34.7215	-0.000033	0.0012	96.5439	-68.25802	-75.15876	-0.0744	0	0.0012	34.7231	34.7214	-0.0017	-0.000031	363	34.7231	34.7214	27.788	27.788	0.0012	-0.000031	-0.0017	0.00E+00
368.011	1.5001	1.4982	3.028875	3.028649	3.00E-02	182.451	34.7216	-0.000219	-0.0019	96.5551	-68.25802	-75.15876	-0.0577	0	-0.0019	34.7222	34.7214	-0.0007	-0.000226	364	34.7222	34.7214	27.7873	27.7873	-0.0019	-0.000226	-0.0007	0.00E+00
369.023	1.4948	1.4955	3.028514	3.028468	2.91E-02	182.636	34.7218	-0.00005	0.0007	96.5532	-68.25802	-75.15876	-0.0699	0	0.0007	34.7229	34.7216	-0.0014	-0.000046	365	34.7229	34.7216	27.7882	27.7882	0.0007	-0.000046	-0.0014	0.00E+00
370.035	1.4922	1.4924	3.028359	3.028257	2.96E-02	182.634	34.722	-0.000102	0.0001	96.5563	-68.25802	-75.15876	-0.0688	0	0.0001	34.7232	34.7218	-0.0014	-0.000101	366	34.7232	34.7218	27.7886	27.7886	0.0001	-0.000102	-0.0014	0.00E+00
371.047	1.4918	1.4919	3.028371	3.02826	3.03E-02	182.645	34.722	-0.000111	0.0001	96.5534	-68.25802	-75.15876	-0.0734	0	0.0001	34.7233	34.7217	-0.0015	-0.00011	367	34.7233	34.7217	27.7887	27.7887	0.0001	-0.000111	-0.0015	0.00E+00
372.059	1.4912	1.4913	3.028373	3.028266	3.05E-02	182.759	34.7222	-0.000107	0.0001	96.5594	-68.25802	-75.15876	-0.0727	0	0.0001	34.7234	34.7219	-0.0015	-0.000106	368	34.7234	34.7219	27.7888	27.7888	0.0001	-0.000107	-0.0014	0.00E+00
